Priority,State,County,Action,Phone,Email,Website,Instructions,Status,Notes,Date Completed
LOW,NE,Thayer,EMAIL_FOIA,(402) 768-6227,treasurer@thayercountyne.gov,https://thayercountyne.gov/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Thayer, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Thomas,EMAIL_FOIA,(308) 645-2262,treasurer@thomascountyne.gov,https://thomascountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Thomas, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Thurston,EMAIL_FOIA,(402) 385-3058,treasurer@thurstoncountyne.gov,https://thurstoncountyne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Thurston, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Valley,EMAIL_FOIA,(308) 728-5606,treasurer@valleycountyne.gov,https://valleycountyne.gov,"Send FOIA email requesting current excess proceeds/surplus funds list for Valley, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Washington,EMAIL_FOIA,(402) 426-6888,r.andreasen@washingtoncountyne.gov,https://www.washingtoncountyne.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Washington, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Wayne,PHONE_REQUEST,(402) 375-3885,,https://www.waynecountyne.gov/138/Treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,NE,Webster,EMAIL_FOIA,(402) 746-2877,treasurer@webstercounty.ne.gov,https://webstercounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Webster, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,Wheeler,EMAIL_FOIA,(308) 654-3236,cotreas@wheelercountyne.gov,https://wheelercounty.ne.gov/webpages/treasurer/treasurer.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Wheeler, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NE,York,EMAIL_FOIA,(402) 362-4929,mwilliams@yorkcountyne.gov,https://www.yorkcounty.ne.gov/contact.html,"Send FOIA email requesting current excess proceeds/surplus funds list for York, Nebraska. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,NV,Carson City,PHONE_REQUEST,(775) 887-2092,,https://www.countyoffice.org/nv-carson-city-treasurer-tax-collector,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,NV,Churchill County,EMAIL_FOIA,(775) 423-6028,assessor-info@churchillcounty.org,https://www.churchillcounty.org/directory.aspx?did=19,"Send FOIA email requesting current excess proceeds/surplus funds list for Churchill County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,NV,Clark County,EMAIL_FOIA,(702) 455-3882,AOCustomerServiceRequests@ClarkCountyNV.gov,https://www.clarkcountynv.gov/government/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Clark County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,NV,Douglas County,PHONE_REQUEST,(775) 782-9017,,https://www.douglascountynv.gov/government/departments/assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,NV,Elko County,EMAIL_FOIA,(775) 738-5217,assessors@elkocountynv.net,https://www.elkocountynv.gov/new_page/treasurer20/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Elko County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Esmeralda County,EMAIL_FOIA,(775) 485-6309,assessor3@frontiernet.net,https://nacceo.org/county.aspx?countyid=16,"Send FOIA email requesting current excess proceeds/surplus funds list for Esmeralda County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Eureka County,EMAIL_FOIA,(775) 237-5270,mmears@eurekacountynv.gov,https://www.eurekacountynv.gov/departments/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Eureka County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Humboldt County,PHONE_REQUEST,(775) 623-6316,,https://www.humboldtcountynv.gov/253/Assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,NV,Lander County,EMAIL_FOIA,(775) 635-5127,ClarkCountyAssessor@ClarkCountyNV.gov,https://www.landercountynv.org/government/assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Lander County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Lincoln County,EMAIL_FOIA,(775) 962-8075,assessor@douglasnv.us,https://lincolncountynv.org/departments/assessors-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Lincoln County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Lyon County,EMAIL_FOIA,(775) 463-6520,assessor@douglasnv.us,https://www.lyon-county.org/directory.aspx?did=11,"Send FOIA email requesting current excess proceeds/surplus funds list for Lyon County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Mineral County,EMAIL_FOIA,(775) 945-3684,assessor@mineralcountynv.org,https://www.tax-rates.org/nevada/property-tax/mineral-county-assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Mineral County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Nye County,PHONE_REQUEST,(775) 751-4200,,https://www.nyecountynv.gov/253/Treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,NV,Pershing County,EMAIL_FOIA,(775) 273-2208,assessor@pershingcountynv.gov,https://www.pershingcountynv.gov/how_do_i/staff_directory.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Pershing County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,NV,Storey County,EMAIL_FOIA,(775) 847-0961,assessor@douglasnv.us,https://www.storeycounty.org/132/Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Storey County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NV,Washoe County,EMAIL_FOIA,(775) 328-2510,tax@washoecounty.gov,https://www.washoecounty.gov/treas,"Send FOIA email requesting current excess proceeds/surplus funds list for Washoe County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,NV,White Pine County,EMAIL_FOIA,(775) 293-6542,assessorsoffice@whitepinecountynv.gov,https://www.whitepinecounty.net/439/Staff-Directory,"Send FOIA email requesting current excess proceeds/surplus funds list for White Pine County, Nevada. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,OR,Baker County,EMAIL_FOIA,(541) 523-8203,ksavage@bakercountyor.gov,https://www.bakercountyor.gov/assessors/assessor.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Baker County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,OR,Benton County,EMAIL_FOIA,(541) 766-6855,assessmentinfo@bentoncountyor.gov,https://assessment.bentoncountyor.gov/contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Benton County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,OR,Clackamas County,EMAIL_FOIA,(503) 655-8671,propertytaxinfo@clackamas.us,https://www.clackamas.us/at,"Send FOIA email requesting current excess proceeds/surplus funds list for Clackamas County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,OR,Clatsop County,PHONE_REQUEST,(503) 325-8522,,https://www.clatsopcounty.gov/assessment,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,OR,Columbia County,EMAIL_FOIA,(503) 397-2240,assessor@columbiacountyor.gov,https://www.columbiacountyor.gov/contact-information,"Send FOIA email requesting current excess proceeds/surplus funds list for Columbia County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Coos County,EMAIL_FOIA,(541) 396-7900,jcorbus@co.coos.or.us,https://www.co.coos.or.us/taxes,"Send FOIA email requesting current excess proceeds/surplus funds list for Coos County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Crook County,EMAIL_FOIA,(541) 447-4133,AssessorTechs@crookcountyor.gov,https://co.crook.or.us/assessor/custom-contact-page/assessor-contact-information,"Send FOIA email requesting current excess proceeds/surplus funds list for Crook County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Curry County,EMAIL_FOIA,(541) 247-3294,taxinfo@currycountyor.gov,https://www.currycountyor.gov/government/county_assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Curry County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Deschutes County,EMAIL_FOIA,(541) 388-6508,questions.propertytaxation@dor.oregon.gov,https://www.oregon.gov/dor/contact/pages/default.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Deschutes County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Douglas County,EMAIL_FOIA,(541) 672-4241,questions.propertytaxation@dor.oregon.gov,https://www.douglascountyor.gov/157/Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Douglas County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Gilliam County,EMAIL_FOIA,(541) 351-9343,nathan.hammer@gilliamcountyor.gov,https://www.gilliamcountyor.gov,"Send FOIA email requesting current excess proceeds/surplus funds list for Gilliam County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Grant County,PHONE_REQUEST,(541) 575-0107,,https://grantcountyoregon.net/directory.aspx?did=6,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,OR,Harney County,EMAIL_FOIA,(541) 573-8365,bobbijo.heany@harneycountyor.gov,https://harneycountyor.gov/tax-assessment,"Send FOIA email requesting current excess proceeds/surplus funds list for Harney County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Hood River County,EMAIL_FOIA,(541) 386-1301,questions.propertytaxation@dor.oregon.gov,https://www.hoodrivercounty.gov/tax,"Send FOIA email requesting current excess proceeds/surplus funds list for Hood River County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,OR,Jackson County,EMAIL_FOIA,(541) 774-6059,Assessor@jacksoncountyor.gov,https://jacksoncountyor.gov/departments/assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Jackson County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Jefferson County,EMAIL_FOIA,(541) 475-4458,questions.propertytaxation@dor.oregon.gov,https://www.oregon.gov/dor/programs/property/pages/county-contact.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Jefferson County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Josephine County,PHONE_REQUEST,(541) 474-5260,,https://www.josephinecounty.gov/government/assessor/index.php,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,OR,Klamath County,EMAIL_FOIA,(541) 883-5111,questions.propertytaxation@dor.oregon.gov,https://www.klamathcounty.org/353/Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Klamath County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Lake County,EMAIL_FOIA,(541) 947-6000,lhopper@co.lake.or.us,https://www.lakecountyor.org/government/treasurer.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Lake County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Lane County,EMAIL_FOIA,(541) 682-4321,assessmentandtaxation@lanecountyor.gov,https://www.lanecountyor.gov/government/county_departments/assessment___taxation/contact_us,"Send FOIA email requesting current excess proceeds/surplus funds list for Lane County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Lincoln County,EMAIL_FOIA,(541) 265-4102,assessorinfo@co.lincoln.or.us,https://www.co.lincoln.or.us/157/Assessors-Office,"Send FOIA email requesting current excess proceeds/surplus funds list for Lincoln County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Linn County,EMAIL_FOIA,(541) 967-3808,questions.propertytaxation@dor.oregon.gov,https://www.linncountyor.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Linn County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Malheur County,EMAIL_FOIA,(541) 473-5117,questions.propertytaxation@dor.oregon.gov,https://www.oregon.gov/dor/programs/property/pages/county-contact.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Malheur County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Marion County,EMAIL_FOIA,(503) 588-5144,assessor@co.marion.or.us,https://www.co.marion.or.us/AO,"Send FOIA email requesting current excess proceeds/surplus funds list for Marion County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Morrow County,EMAIL_FOIA,(541) 676-5607,mgorman@morrowcountyor.gov,https://www.morrowcountyor.gov/tax,"Send FOIA email requesting current excess proceeds/surplus funds list for Morrow County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Multnomah County,EMAIL_FOIA,(503) 988-2225,propertytax@multco.us,https://multco.us/info/contact-division-assessment-recording-taxation,"Send FOIA email requesting current excess proceeds/surplus funds list for Multnomah County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Polk County,EMAIL_FOIA,(503) 623-8391,patoine.valerie@co.polk.or.us,https://www.co.polk.or.us/assessor/assessors-office-contact-information-3,"Send FOIA email requesting current excess proceeds/surplus funds list for Polk County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,OR,Sherman County,EMAIL_FOIA,(541) 565-3505,questions.propertytaxation@dor.oregon.gov,https://www.co.sherman.or.us/departments/assessors-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Sherman County, Oregon. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
